id_cliente,ingreso,categoria,publicidad,ventas
1417,41367.29,Estandar,50.46,161.87
1418,26860.76,Basico,33.72,55.31
1419,26632.8,Estandar,57.58,204.53
1420,19145.21,Estandar,61.66,231.39
1421,17570.4,Estandar,69.31,212.06
1422,17618.54,Estandar,41.97,138.35
1423,21735.14,Premium,63.91,241.21
1424,30958.88,Estandar,70.41,194.53
1425,20200.45,Basico,25.35,65.55
1426,13780.29,Empresarial,59.19,197.77
1427,25299.74,Estandar,64.38,200.76
1428,26170.88,Empresarial,46.12,155.62
1429,23840.26,Empresarial,31.84,87.11
1430,24610.41,Premium,64.14,224.21
1431,17243.23,Premium,32.01,115.49
1432,13695.93,Estandar,47.32,180.44
1433,13990.48,Basico,49.4,178.14
1434,10695.6,Estandar,60.73,213.44
1435,20597.64,Premium,40.6,109.7
1436,18412.64,Estandar,39.73,155.48
1437,16252.54,Premium,51.48,171.33
1438,6738.1,Basico,65.1,217.63
1439,12251.93,Basico,84.31,307.57
1440,28065.44,Estandar,27.39,86.92
1441,15023.65,Basico,54.73,223.44
1442,21508.58,Basico,33.7,160.59
1443,11652.31,Basico,65.28,241.19
1444,31368.11,Premium,35.92,106.84
1445,18026.36,Estandar,39.88,88.97
1446,20983.97,Basico,41.16,174.57
1447,42788.43,Basico,48.86,174.24
1448,32233.26,Estandar,54.85,171.4
1449,17029.49,Basico,57.26,226.83
1450,15403.85,Estandar,49.91,153.19
1451,16916.75,Premium,30.05,102.56
1452,22662.44,Basico,60.92,221.96
1453,18272.85,Estandar,49.21,144.7
1454,16509.06,Basico,67.43,226.28
1455,31682.3,Basico,39.38,169.32
1456,18215.47,Premium,25.97,105.77
1457,42397.99,Estandar,49.49,204.6
1458,19570.13,Premium,69.44,263.6
1459,35413.96,Basico,52.41,182.68
1460,21483.96,Basico,47.0,107.3
1461,266864.69,Estandar,36.94,106.88
1462,14711.52,Estandar,76.37,275.82
1463,14061.34,Empresarial,34.56,88.37
1464,22267.8,Basico,39.12,133.1
1465,26795.62,Premium,58.55,209.97
1466,19227.36,Premium,22.16,125.43
1467,12085.51,Estandar,69.12,219.89
1468,11777.07,Basico,59.36,187.94
1469,11504.6,Estandar,63.49,215.5
1470,10212.14,Basico,58.37,209.73
1471,19698.94,Premium,47.58,163.65
1472,28106.76,Estandar,34.05,151.8
1473,18869.54,Premium,47.9,148.51
1474,8594.3,Estandar,35.37,132.66
1475,17733.91,Estandar,57.29,208.74
1476,17908.31,Estandar,62.1,202.51
1477,39481.98,Estandar,72.15,264.66
1478,11384.43,Premium,55.58,196.01
1479,16535.47,Basico,63.87,237.71
1480,34442.57,Empresarial,45.54,166.04
1481,22192.12,Premium,42.83,162.17
1482,23090.11,Premium,57.11,181.22
1483,19734.12,Estandar,44.2,141.26
1484,21279.09,Premium,54.04,218.13
1485,24888.55,Basico,34.08,141.54
1486,14280.92,Premium,36.78,108.43
1487,25779.13,Basico,59.53,209.07
1488,11724.65,Basico,63.3,156.89
1489,21267.36,Basico,35.22,114.82
1490,20182.26,Basico,60.06,230.21
1491,15279.96,Basico,42.01,147.1
1492,18808.42,Premium,50.25,178.72
1493,15246.59,Basico,71.25,165.48
1494,13028.63,Estandar,62.11,202.74
1495,16751.36,Basico,61.94,220.46
1496,12882.23,Premium,78.63,275.39
1497,21225.94,Premium,39.44,166.33
1498,12676.06,Basico,35.21,123.9
1499,24323.35,Estandar,39.17,137.28
1500,12537.54,Premium,46.18,129.86
1501,15549.7,Premium,14.68,60.4
1502,15235.58,Basico,46.89,133.82
1503,30145.81,Estandar,41.83,103.48
1504,21281.67,Premium,61.76,184.32
1505,17604.21,Basico,55.29,229.1
1506,22573.95,Premium,40.99,140.3
1507,9067.78,Basico,58.85,207.93
1508,18674.29,Premium,60.85,195.79
1509,38144.24,Basico,38.47,94.5
1510,19857.19,Basico,42.6,175.48
1511,19414.39,Empresarial,16.62,17.22
1512,22967.72,Premium,33.64,110.41
1513,25937.93,Premium,38.86,139.11
1514,9422.79,Empresarial,51.11,184.21
1515,10521.6,Basico,35.82,112.88
1516,20406.36,Basico,42.3,105.18
1517,14761.73,Basico,31.62,97.99
1518,30007.69,Estandar,52.57,164.24
1519,16978.26,Basico,56.39,175.47
1520,9632.66,Empresarial,56.04,217.96
1521,12163.5,Basico,50.19,145.23
1522,7241.72,Basico,26.88,110.86
1523,17466.78,Basico,40.7,150.13
1524,17748.66,Basico,43.89,180.07
1525,16341.09,Basico,43.95,152.92
1526,27656.27,Estandar,51.12,198.26
1527,28838.94,Basico,71.38,236.98
1528,17860.81,Estandar,62.18,223.62
1529,8980.92,Premium,35.19,91.51
1530,23530.4,Estandar,60.18,140.59
1531,23025.93,Estandar,59.6,214.21
1532,21126.58,Basico,37.91,148.3
1533,26729.36,Basico,62.73,226.36
1534,12610.82,Basico,47.59,154.42
1535,38294.61,Empresarial,28.85,146.68
1536,13550.79,Estandar,56.83,184.67
1537,24642.5,Basico,53.25,195.61
1538,10503.13,Estandar,46.58,179.28
1539,13689.81,Premium,49.44,216.23
1540,32232.45,Estandar,39.21,133.64
1541,17303.86,Estandar,59.15,187.04
1542,25437.33,Premium,49.35,135.53
1543,20597.69,Estandar,52.5,221.55
1544,18274.55,Estandar,55.36,202.14
1545,30556.96,Basico,32.68,132.64
1546,17451.3,Basico,36.59,211.33
1547,10165.37,Empresarial,16.85,80.36
1548,14312.18,Estandar,58.47,168.7
1549,22992.36,Basico,31.82,113.73
1550,21773.05,Estandar,51.99,156.79
1551,10954.76,Basico,55.56,182.35
1552,14712.9,Premium,59.04,192.94
1553,15465.97,Basico,31.94,104.34
1554,16682.0,Premium,49.02,137.14
1555,11712.71,Estandar,75.05,292.48
1556,15215.5,Basico,75.71,262.19
1557,14690.94,Basico,64.81,215.27
1558,24835.68,Premium,55.06,209.63
1559,25164.57,Basico,34.92,140.04
1560,18015.11,Basico,60.78,215.31
1561,16527.58,Premium,47.63,184.78
1562,19909.92,Basico,58.41,204.41
1563,14245.53,Basico,40.51,162.33
1564,12690.5,Basico,47.41,185.79
1565,13642.19,Premium,52.46,186.7
1566,15181.23,Basico,53.69,180.94
1567,12616.8,Basico,57.41,236.22
1568,20064.77,Basico,41.31,136.12
1569,24474.83,Basico,29.85,122.32
1570,10878.19,Basico,74.37,260.9
1571,19125.83,Basico,87.34,275.51
1572,17553.74,Basico,56.71,175.61
1573,21365.4,Basico,30.14,104.59
1574,18872.69,Premium,38.4,126.74
1575,11398.54,Basico,57.64,162.22
1576,12187.47,Basico,70.12,221.07
1577,19154.6,Premium,31.81,125.26
1578,27175.56,Premium,48.14,200.87
1579,97239.75,Estandar,52.94,197.97
1580,21396.96,Basico,62.97,150.21
1581,28749.27,Basico,44.85,175.06
1582,17969.68,Basico,26.54,88.33
1583,22984.4,Basico,59.32,215.21
1584,14822.86,Basico,66.87,226.95
1585,18182.63,Estandar,48.76,166.34
1586,10750.21,Basico,56.08,191.29
1587,8345.52,Estandar,42.88,152.38
1588,26369.62,Basico,37.31,169.28
1589,13430.07,Basico,65.4,222.24
1590,16164.38,Premium,55.81,220.16
1591,11669.63,Premium,57.36,221.3
1592,11573.93,Basico,72.53,261.52
1593,17839.26,Estandar,34.18,81.28
1594,14685.97,Basico,41.72,177.25
1595,21639.81,Basico,52.37,170.9
1596,22212.01,Estandar,41.54,166.65
1597,21211.47,Basico,61.75,187.1
1598,20609.56,Basico,47.19,136.66
1599,32932.62,Estandar,35.11,178.26
1600,13047.37,Basico,50.99,154.13
1601,18597.32,Basico,52.56,
1602,28182.08,Basico,64.02,221.42
1603,29513.08,Empresarial,55.9,182.78
1604,11526.25,Estandar,56.92,195.32
1605,16995.02,Basico,54.8,157.37
1606,30495.74,Basico,47.18,165.9
1607,22648.02,Estandar,39.26,114.63
1608,20299.31,Basico,54.33,178.54
1609,17567.58,Estandar,45.0,182.64
1610,16575.31,Premium,75.35,259.93
1611,20970.6,Basico,70.13,200.36
1612,17355.57,Basico,59.49,225.71
1613,18677.92,Basico,55.68,192.42
1614,19487.13,Basico,48.68,157.36
1615,14953.12,Basico,31.08,135.02
1616,22839.47,Premium,46.76,160.77
1617,52574.45,Basico,51.52,150.57
1618,10178.72,Estandar,53.44,231.86
1619,21234.96,Estandar,57.04,196.4
1620,14529.46,Basico,63.82,215.81
1621,23204.25,Basico,39.62,132.69
1622,19269.81,Basico,39.75,172.74
1623,24751.69,Estandar,71.76,229.34
1624,28607.59,Basico,61.56,172.23
1625,20279.13,Estandar,44.14,139.86
1626,28175.79,Premium,48.39,203.18
1627,8345.65,Premium,48.46,191.03
1628,33079.15,Empresarial,50.47,170.09
1629,21617.79,Premium,57.09,231.31
1630,27646.24,Premium,88.02,311.58
1631,12370.17,Premium,52.85,177.16
1632,14174.93,Estandar,59.94,201.66
1633,19951.88,Premium,24.7,104.81
1634,18845.64,Empresarial,42.73,131.65
1635,20932.83,Estandar,68.43,232.25
1636,27710.88,Estandar,56.03,201.42
1637,10220.73,Estandar,5.0,5.0
1638,26657.79,Premium,60.11,201.61
1639,19013.39,Basico,78.77,256.62
1640,17653.27,Premium,20.06,107.89
1641,11328.87,Premium,72.79,199.54
1642,22608.18,Empresarial,8.42,36.57
1643,8144.21,Basico,64.07,206.57
1644,23788.03,Estandar,49.87,198.6
1645,11245.95,Premium,14.75,64.64
1646,19316.41,Empresarial,56.69,240.65
1647,18183.88,Premium,67.26,245.07
1648,28547.89,Estandar,55.46,181.67
1649,17809.2,Estandar,58.77,208.19
1650,14869.26,Basico,43.82,147.01
1651,15877.99,Empresarial,22.08,109.93
1652,29599.39,Basico,60.38,173.87
1653,22872.81,Estandar,76.25,235.77
1654,16564.71,Premium,66.94,238.92
1655,17452.6,Basico,20.18,113.21
1656,10954.31,Basico,27.28,49.51
1657,21719.5,Basico,37.31,170.02
1658,10240.08,Premium,26.11,97.42
1659,24664.71,Estandar,50.66,129.96
1660,19831.32,Basico,55.9,118.25
1661,43714.41,Estandar,28.55,70.26
1662,12899.61,Basico,61.66,210.64
1663,18289.24,Premium,59.02,201.3
1664,35575.08,Basico,41.78,165.34
1665,28767.06,Basico,47.41,153.24
1666,14858.48,Basico,20.75,56.63
1667,20504.27,Estandar,45.02,149.22
1668,18971.63,Estandar,50.11,176.18
1669,20924.68,Premium,52.53,188.62
1670,14845.65,Estandar,55.68,172.89
1671,18374.84,Basico,53.66,208.89
1672,10836.57,Basico,46.03,147.17
1673,19876.5,Basico,54.29,166.57
1674,22192.45,Premium,65.03,208.03
1675,17507.83,Basico,48.57,197.43
1676,10772.29,Empresarial,54.76,186.45
1677,26795.42,Basico,47.21,148.98
1678,21538.21,Basico,40.3,168.08
1679,14704.29,Basico,57.84,252.88
1680,17184.96,Basico,41.67,154.42
1681,11212.29,Premium,55.79,223.8
1682,13241.44,Estandar,50.42,202.22
1683,15705.5,Basico,45.44,145.73
1684,345603.71,Estandar,45.08,160.41
1685,15156.33,Estandar,42.38,119.31
1686,23720.02,Empresarial,25.31,93.35
1687,15702.72,Empresarial,55.74,177.15
1688,20677.09,Estandar,53.47,175.69
1689,18042.97,Premium,62.75,195.76
1690,25734.04,Premium,42.03,143.11
1691,15722.0,Estandar,78.43,276.44
1692,10933.81,Estandar,44.3,154.35
1693,11688.0,Basico,36.87,87.7
1694,15738.15,Premium,35.09,110.14
1695,12244.46,Empresarial,23.99,56.39
1696,21885.38,Basico,72.99,252.37
1697,16106.55,Premium,70.57,251.34
1698,43525.94,Empresarial,59.01,209.35
1699,10319.6,Basico,36.56,113.65
1700,20358.86,Estandar,77.17,265.4
1701,12774.63,Premium,44.72,
1702,15951.52,Empresarial,45.96,134.03
1703,19920.34,Basico,71.56,260.38
1704,8401.12,Basico,59.88,226.09
1705,20596.76,Estandar,83.02,301.07
1706,36901.87,Basico,53.73,171.36
1707,16176.2,Basico,44.04,186.02
1708,20763.1,Basico,40.82,134.21
1709,27138.88,Basico,22.3,105.45
1710,17901.08,Estandar,45.82,149.27
1711,15470.09,Estandar,67.17,222.62
1712,8548.34,Estandar,58.98,142.32
1713,23726.47,Premium,50.3,168.4
1714,18222.11,Basico,35.08,131.01
1715,13300.55,Basico,53.4,175.3
1716,19817.27,Basico,65.19,266.0
1717,15455.37,Basico,56.46,165.97
1718,15757.17,Basico,52.5,168.66
1719,23440.06,Basico,38.05,115.32
1720,11867.59,Basico,63.01,201.23
1721,27352.42,Basico,5.0,61.29
1722,11623.8,Estandar,55.74,229.75
1723,15033.77,Estandar,88.55,277.0
1724,37161.6,Empresarial,27.37,86.79
1725,28129.5,Premium,46.38,134.85
1726,19617.19,Estandar,49.88,207.29
1727,13640.72,Basico,43.06,181.52
1728,15752.51,Estandar,65.55,220.54
1729,19450.86,Basico,57.09,162.07
1730,19208.98,Basico,52.28,149.42
1731,18364.88,Basico,61.96,216.34
1732,18754.87,Basico,50.25,189.51
1733,17587.94,Basico,97.7,271.21
1734,11444.99,Estandar,52.27,174.0
1735,15823.02,Premium,52.93,224.54
1736,26111.17,Premium,24.34,90.03
1737,11743.83,Estandar,41.85,186.97
1738,17741.39,Estandar,67.21,244.58
1739,14229.69,Basico,29.97,85.79
1740,19711.8,Estandar,17.64,67.36
1741,16547.3,Estandar,50.48,173.29
1742,31795.75,Basico,70.56,214.93
1743,22636.16,Basico,50.64,152.72
1744,11978.5,Empresarial,44.96,197.04
1745,23978.91,Estandar,22.12,64.15
1746,14456.1,Estandar,56.78,222.99
1747,15491.57,Estandar,59.92,194.84
1748,21159.34,Basico,23.27,91.51
1749,15960.76,Estandar,67.02,241.8
1750,25912.99,Basico,61.49,195.64
1751,14456.82,Basico,66.98,241.85
1752,15265.78,Estandar,58.75,150.97
1753,15067.12,Basico,59.81,216.39
1754,15553.27,Premium,57.81,137.5
1755,27853.59,Basico,63.03,209.71
1756,23625.42,Estandar,22.72,111.78
1757,34491.92,Estandar,27.48,120.76
1758,41926.59,Estandar,38.96,108.32
1759,13216.87,Estandar,48.05,139.72
1760,19431.42,Empresarial,55.82,175.83
1761,12560.72,Estandar,54.87,194.75
1762,14441.16,Estandar,66.76,176.15
1763,15206.39,Estandar,67.23,228.07
1764,13095.13,Basico,36.91,142.22
1765,13119.3,Basico,53.58,179.02
1766,18024.74,Basico,37.28,148.71
1767,12383.85,Basico,47.18,171.84
1768,25456.96,Basico,54.83,176.42
1769,13749.89,Basico,5.0,5.0
1770,50683.17,Estandar,86.17,290.46
1771,16187.84,Basico,58.5,177.51
1772,19442.3,Premium,41.06,132.84
1773,12047.72,Basico,78.91,276.6
1774,34445.45,Estandar,44.79,194.28
1775,28052.28,Basico,51.99,180.21
1776,21034.53,Estandar,42.69,166.2
1777,11832.66,Basico,74.78,215.71
1778,20409.04,Estandar,48.43,176.26
1779,12803.82,Basico,52.24,180.45
1780,31628.83,Empresarial,68.06,261.71
1781,25165.22,Basico,58.78,188.7
1782,19602.33,Estandar,49.18,166.43
1783,8080.98,Basico,66.66,253.1
1784,13437.5,Estandar,88.08,290.74
1785,24118.06,Estandar,54.76,162.04
1786,28984.29,Basico,51.75,244.22
1787,27951.03,Basico,52.56,155.97
1788,10859.5,Basico,69.66,234.32
1789,21068.69,Basico,41.01,155.8
1790,27049.68,Empresarial,45.83,168.75
1791,10610.32,Basico,26.94,98.77
1792,18905.98,Basico,32.24,115.33
1793,20865.34,Empresarial,42.23,145.05
1794,17064.1,Basico,49.16,144.5
1795,9914.4,Basico,76.54,311.02
1796,16915.84,Estandar,58.04,194.42
1797,16906.33,Premium,36.32,147.51
1798,18000.86,Estandar,39.08,132.78
1799,15565.08,Estandar,70.62,230.06
1800,16235.34,Empresarial,66.9,216.0
1801,18696.71,Basico,50.42,137.56
1802,22133.76,Empresarial,43.36,150.41
1803,17042.25,Premium,66.87,217.13
1804,16426.04,Premium,35.1,158.1
1805,19581.17,Basico,55.88,163.31
1806,9678.67,Basico,84.09,266.25
1807,22403.27,Estandar,53.08,162.09
1808,18954.62,Estandar,38.37,175.0
1809,19223.58,Estandar,56.16,172.35
1810,26535.98,Premium,42.95,167.2
1811,9571.21,Estandar,29.09,134.43
1812,9501.06,Basico,60.52,203.95
1813,20865.06,Basico,66.77,192.56
1814,18911.19,Basico,45.34,126.44
1815,20121.86,Basico,44.34,178.95
1816,16127.09,Basico,35.58,98.77
1817,23921.28,Premium,47.75,177.83
1818,26276.32,Estandar,41.56,151.71
1819,22457.81,Estandar,34.83,137.42
1820,17304.3,Basico,78.38,274.78
1821,9066.2,Estandar,57.0,173.35
1822,24815.72,Premium,58.59,177.23
1823,29074.16,Premium,63.25,233.95
1824,23756.12,Estandar,61.57,195.12
1825,13934.53,Premium,43.8,87.04
1826,24000.45,Estandar,54.09,203.89
1827,25621.46,Estandar,45.96,136.58
1828,32714.89,Premium,56.58,207.07
1829,13951.77,Basico,55.13,225.71
1830,17513.74,Basico,44.26,157.63
1831,24625.68,Basico,30.06,138.08
1832,19343.15,Estandar,52.19,185.64
1833,12822.23,Estandar,46.94,205.19
1834,21919.14,Estandar,21.64,60.55
1835,23214.48,Basico,57.61,198.4
1836,19551.1,Basico,64.48,236.72
1837,20472.85,Premium,87.93,287.81
1838,17317.16,Basico,44.13,185.61
1839,31805.6,Premium,41.92,139.15
1840,13832.24,Basico,33.36,175.15
1841,15435.69,Estandar,53.13,237.76
1842,19031.39,Estandar,53.03,191.46
1843,25787.21,Premium,37.83,151.09
1844,11225.23,Basico,47.38,196.66
1845,11984.82,Premium,20.32,53.31
1846,9290.94,Estandar,63.9,185.28
1847,19176.55,Estandar,38.44,
1848,12817.84,Estandar,49.48,180.24
1849,16570.97,Basico,28.6,103.0
1850,23896.38,Estandar,41.26,148.2
1851,15145.52,Basico,45.81,102.35
1852,20556.83,Basico,49.83,169.71
1853,17072.63,Estandar,57.2,178.48
1854,23986.35,Estandar,71.59,264.87
1855,22388.32,Basico,60.99,233.95
1856,14880.74,Basico,64.43,234.16
1857,17871.67,Basico,71.69,252.13
1858,27318.25,Basico,58.55,164.06
1859,21756.81,Estandar,49.45,188.06
1860,11626.74,Basico,65.14,237.66
1861,23848.25,Premium,66.1,256.02
1862,12969.9,Basico,59.73,258.11
1863,31081.86,Basico,28.18,65.05
1864,27131.06,Premium,37.38,126.16
1865,20982.83,Basico,45.88,143.66
1866,20030.9,Basico,61.69,215.57
1867,17620.86,Empresarial,49.68,174.34
1868,24040.22,Empresarial,67.05,222.01
1869,16651.03,Estandar,69.73,261.85
1870,20587.71,Basico,67.99,203.23
1871,25723.93,Estandar,68.08,205.03
1872,15574.15,Empresarial,34.45,101.17
1873,15280.5,Empresarial,57.24,188.43
1874,12481.12,Basico,40.89,116.04
1875,13061.63,Basico,25.26,97.1
1876,9997.21,Basico,45.69,157.5
1877,24475.8,Basico,69.87,216.94
1878,35707.64,Estandar,56.91,218.27
1879,31221.59,Basico,80.27,267.34
1880,10730.77,Basico,52.66,209.81
1881,24433.22,Basico,86.72,283.95
1882,31186.4,Estandar,52.66,182.65
1883,16157.13,Basico,50.34,161.98
1884,19643.59,Basico,30.81,115.33
1885,9388.47,Basico,66.66,244.45
1886,20813.51,Empresarial,42.47,141.37
1887,13065.81,Basico,40.29,157.87
1888,20330.39,Estandar,69.22,214.26
1889,10977.24,Basico,67.37,247.83
1890,22925.39,Basico,66.98,213.14
1891,27134.99,Basico,44.57,179.45
1892,14413.02,Basico,49.24,174.15
1893,12734.59,Basico,49.1,210.24
1894,8914.12,Estandar,61.74,182.54
1895,17270.5,Estandar,73.3,210.34
1896,15466.66,Basico,55.52,176.71
1897,11016.43,Basico,79.62,232.22
1898,22215.75,Estandar,63.46,182.15
1899,16195.85,Basico,46.48,179.62
1900,13010.25,Basico,62.43,213.43
1901,15613.63,Basico,75.59,242.33
1902,27583.05,Basico,79.97,258.25
1903,23412.56,Estandar,67.8,215.26
1904,18114.91,Empresarial,50.39,217.45
1905,23545.42,Empresarial,46.75,146.54
1906,105457.71,Empresarial,58.64,168.73
1907,19174.37,Basico,75.11,272.74
1908,19961.54,Basico,56.51,189.78
1909,16083.63,Basico,56.82,247.11
1910,22079.62,Basico,50.77,164.23
1911,14426.88,Basico,45.08,180.9
1912,22661.83,Basico,47.57,194.52
1913,22997.72,Estandar,52.03,168.26
1914,6829.41,Basico,75.77,236.32
1915,28756.15,Basico,46.4,182.39
1916,6524.56,Estandar,50.79,191.82
1917,15281.26,Basico,37.02,99.49
1918,27142.93,Premium,60.75,180.11
1919,16965.71,Basico,70.5,175.14
1920,11348.43,Estandar,74.37,265.42
1921,12928.53,Basico,53.05,177.91
1922,27157.73,Estandar,58.62,197.65
1923,9676.67,Basico,47.7,125.57
1924,28145.62,Basico,57.92,172.1
1925,18596.23,Estandar,54.71,177.65
1926,12489.73,Basico,50.87,160.9
1927,15458.43,Basico,52.07,184.35
1928,13279.43,Premium,56.78,210.6
1929,25672.58,Basico,45.59,218.06
1930,24498.07,Estandar,46.36,
1931,10386.83,Estandar,75.61,282.28
1932,16460.89,Basico,90.66,280.29
1933,14015.02,Estandar,31.93,77.12
1934,29813.85,Basico,31.11,107.63
1935,11819.02,Estandar,35.64,90.55
1936,33239.03,Basico,48.45,170.56
1937,18738.71,Basico,63.44,197.14
1938,12623.59,Basico,58.87,153.64
1939,14957.29,Premium,52.58,226.4
1940,14320.3,Premium,57.93,186.16
1941,12135.42,Empresarial,39.62,101.88
1942,19598.13,Estandar,46.34,186.1
1943,12335.41,Estandar,49.7,155.85
1944,8838.49,Estandar,26.24,128.59
1945,16599.26,Premium,32.58,102.66
1946,10086.98,Estandar,33.18,109.32
1947,14570.35,Basico,61.46,219.15
1948,13791.59,Estandar,53.68,201.24
1949,13975.69,Estandar,59.17,222.63
1950,38190.31,Basico,22.41,87.21
1951,19336.39,Basico,27.75,119.23
1952,20658.45,Basico,59.95,224.48
1953,10180.82,Premium,8.32,50.81
1954,15079.82,Basico,68.37,228.38
1955,20442.18,Premium,22.65,54.08
1956,13245.52,Basico,62.65,229.19
1957,26051.28,Premium,36.67,134.74
1958,12444.78,Basico,65.73,213.43
1959,17150.32,Premium,98.12,356.12
1960,15442.55,Estandar,15.9,33.6
1961,20080.66,Basico,60.43,248.44
1962,15151.1,Basico,22.88,90.36
1963,17243.44,Basico,56.4,202.78
1964,17454.53,Basico,46.9,155.51
1965,14661.27,Estandar,51.95,139.36
1966,22466.55,Empresarial,36.32,
1967,20608.03,Estandar,61.71,219.66
1968,165915.73,Estandar,28.27,124.56
1969,16306.83,Basico,68.62,227.79
1970,25054.04,Premium,43.86,101.16
1971,17456.34,Premium,28.96,71.23
1972,17028.71,Basico,73.92,300.47
1973,19665.9,Empresarial,48.99,144.56
1974,34331.05,Basico,78.61,299.38
1975,11859.39,Premium,68.32,208.44
1976,24821.11,Empresarial,38.03,133.32
1977,9773.11,Estandar,48.73,186.68
1978,20456.29,Basico,51.82,160.12
1979,32901.68,Estandar,72.89,285.78
1980,22494.68,Basico,56.56,197.24
1981,20125.01,Premium,52.64,194.72
1982,15581.55,Basico,47.0,159.02
1983,19165.49,Estandar,49.24,189.12
1984,17357.47,Premium,69.57,275.13
1985,14398.92,Basico,50.06,171.89
1986,17129.26,Basico,44.08,199.88
1987,20321.47,Estandar,41.53,133.46
1988,14493.77,Basico,41.69,168.35
1989,14296.95,Basico,28.97,122.03
1990,11777.13,Basico,38.74,113.39
1991,21736.62,Basico,72.48,250.02
1992,22945.18,Estandar,46.9,165.58
1993,20559.56,Estandar,60.57,186.43
1994,26577.22,Basico,12.82,68.69
1995,19550.45,Estandar,58.52,205.08
1996,21746.41,Basico,47.58,165.68
1997,21085.55,Basico,42.78,150.9
1998,18360.58,Estandar,52.71,181.16
1999,15743.96,Basico,42.56,142.75
2000,41148.94,Estandar,18.14,79.74
